Planning Authority ,Site Code,Site Name,Address,East,North,Site Type,Location of Site,Datazone,lon,lat
City of Edinburgh,EC12,WEST HARBOUR ROAD,GRANTON EDINBURGH,323143,677410,Derelict,"Site in settlement with population equal to or over 2,000",S01008920,-3.23337025277896,55.983486815513615
City of Edinburgh,EC15,SHANKS,WEST SHORE ROAD GRANTON EDINBURGH,322098,677373,Derelict,"Site in settlement with population equal to or over 2,000",S01008928,-3.2501033523493548,55.98298577629754
City of Edinburgh,EC19,BARNTON AVE WEST,BARNTON EDINBURGH,318661,675686,Derelict,"Site in settlement with population equal to or over 2,000",S01008943,-3.304661669007959,55.96726166895775
City of Edinburgh,EC20,ROSEBURN TERRACE,ROSEBURN EDINBURGH,323089,673250,Derelict,"Site in settlement with population equal to or over 2,000",S01008873,-3.2330463192013403,55.94611035505262
City of Edinburgh,EC35,LONG CRAIG RIGG,GRANTON EDINBURGH,322346,677145,Derelict,"Site in settlement with population equal to or over 2,000",S01008928,-3.246063872482928,55.980977986375834
City of Edinburgh,EC37,GRANTON HARBOUR 2,GRANTON EDINBURGH,323683,677518,Derelict,"Site in settlement with population equal to or over 2,000",S01008920,-3.224748543546146,55.984543217426804
City of Edinburgh,EC39,MADELVIC 1,GRANTON EDINBURGH,323075,677076,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01008921,-3.2343642106224673,55.98047571423135
City of Edinburgh,EC40,MADELVIC 2,GRANTON EDINBURGH,322878,676978,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008928,-3.2374923513628904,55.979563768290056
City of Edinburgh,EC41,WESTERN HARBOUR 1,WESTERN HARBOUR DRIVE EDINBURGH,325761,677593,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008771,-3.191472351017736,55.98554327633945
City of Edinburgh,EC43,WESTERN HARBOUR 2,WESTERN HARBOUR DRIVE EDINBURGH,326079,677782,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008770,-3.1864287178895276,55.9872901700054
City of Edinburgh,EC49,BALGREEN NURSERY,BALGREEN ROAD EDINBURGH,322163,672429,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008494,-3.2476319766159114,55.9385863604848
City of Edinburgh,EC74,BT 1,GORGIE ROAD GORGIE EDINBURGH,322569,672062,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008493,-3.241028801518682,55.935355366269455
City of Edinburgh,EC79,WEST GRANTON ROAD,GRANTON EDINBURGH,322764,676756,Derelict,"Site in settlement with population equal to or over 2,000",S01008928,-3.239254987635386,55.97755127833314
City of Edinburgh,EC80,CRAIGLEITH ROAD,CRAIGLEITH EDINBURGH,323160,674623,Derelict,"Site in settlement with population equal to or over 2,000",S01008887,-3.2323016003701914,55.95845492816439
City of Edinburgh,EC84,WEST HARBOUR ROAD2,GRANTON EDINBURGH,323143,677311,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008920,-3.2333419399643084,55.98259753630256
City of Edinburgh,EC88,WEST SHORE ROAD 5,GRANTON EDINBURGH,322788,677358,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008920,-3.2390434263485064,55.982962671060314
City of Edinburgh,EC91,14 MUIRHOUSE PARKWAY,SILVERKNOWES EDINBURGH,321374,676512,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008928,-3.2614518240461328,55.97513361973641
City of Edinburgh,EC94,165 LEITH WALK,LEITH EDINBURGH,326892,675568,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01008796,-3.1727984290480844,55.967526903941106
City of Edinburgh,EC95,DALRY ROAD,DALRY EDINBURGH,323721,672705,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008653,-3.2227752694421317,55.941315621930706
City of Edinburgh,EC96,CRAIGLOCKHART AVENUE,CRAIGLOCKHART EDINBURGH,322245,670735,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01008510,-3.2458311250187384,55.92338303422022
City of Edinburgh,EC97,CLAYLANDS 2,NEWBRIDGE SOUTH NEWBRIDGE/RATHO STATION,312160,671675,Vacant Land,"Site in settlement with population under 2,000",S01008997,-3.4074683862648447,55.930088415682235
City of Edinburgh,EC98,FORMER COMMUNITY EDUCATION CENTRE,BURDIEHOUSE CRESCENT EDINBURGH,327835,667725,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008554,-3.155595114935874,55.89721649636353
City of Edinburgh,EC99,FORMER SILVERLEA CARE HOME,MUIRHOUSE PARKWAY EDINBURGH,321331,676399,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008928,-3.26210759240181,55.97411154112185
City of Edinburgh,INW5,WEST SHORE ROAD 4,EDINBURGH,322211,677190,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01008928,-3.2482398336839515,55.98136031610856
City of Edinburgh,NE27,MARINE ESPLANADE,LEITH EDINBURGH,328357,676271,Derelict,"Site in settlement with population equal to or over 2,000",S01008768,-3.1495211674322463,55.97406297144884
City of Edinburgh,NE40,OCEAN DRIVE,EDINBURGH,326798,677059,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008768,-3.174709927634382,55.98090595857604
City of Edinburgh,NE44,CONSTITUTION STREET,LEITH EDINBURGH,327423,676623,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008780,-3.164578317785359,55.9770844702654
City of Edinburgh,NW14,GRANTON HARBOUR,GRANTON EDINBURGH,323416,677626,Derelict,"Site in settlement with population equal to or over 2,000",S01008920,-3.2290575593151796,55.985470757024636
City of Edinburgh,NW6,GRANTON CASTLE,WEST SHORE ROAD GRANTON EDINBURGH,322448,677221,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008928,-3.244451580014257,55.98167717358018
City of Edinburgh,RW11,BAIRD ROAD 2,RATHO,313585,671339,Derelict,Site in countryside,S01008996,-3.384560943617868,55.92732885237133
City of Edinburgh,RW13,BAIRD ROAD 3,BAIRD RD RATHO,313679,671286,Derelict,"Site in settlement with population under 2,000",S01008996,-3.3830401005976,55.92686969549846
City of Edinburgh,RW14,LOUP-O-LEES,CLIFTONHALL ROAD NEWBRIDGE EDINBURGH,311541,671334,Derelict,"Site in settlement with population under 2,000",S01008997,-3.4172603460280397,55.92691196598344
City of Edinburgh,RW15,EAST MAINS,INGLISTON ROAD INGLISTON EDINBURGH,314753,672833,Derelict,"Site in settlement with population under 2,000",S01008993,-3.366346661864974,55.94095694650654
City of Edinburgh,RW17,RAF TURNHOUSE,TURNHOUSE ROAD EDINBURGH,316088,674082,Derelict,"Site in settlement with population under 2,000",S01008993,-3.3453695629588167,55.95241095327778
City of Edinburgh,RW23,40 HERMISTON,CALDER ROAD EDINBURGH,317734,670291,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01008425,-3.317861062053491,55.918643653793325
City of Edinburgh,RWECON4,CLIFTONHALL ROAD 3,NEWBRIDGE/RATHO STATION,311614,671815,Vacant Land,"Site in settlement with population under 2,000",S01008997,-3.41625008850714,55.93124575865214
City of Edinburgh,RWECON5,CLAYLANDS,NEWBRIDGE SOUTH NEWBRIDGE/RATHO STATION,311860,671517,Vacant Land,"Site in settlement with population under 2,000",S01008997,-3.4122166613710823,55.92861430581969
City of Edinburgh,RWECON8,NEWBRIDGE ROAD,NEWBRIDGE/RATHO STATION,312078,672425,Vacant Land,"Site in settlement with population under 2,000",S01008997,-3.4090249144696974,55.936809957506505
City of Edinburgh,RWELP ECON8,CONTINENTAL TYRES,NEWBRIDGE IND EST NEWBRIDGE EDINBURGH,311799,672357,Derelict,"Site in settlement with population under 2,000",S01008997,-3.4134673522245964,55.93614802499197
City of Edinburgh,RWHSP4,OLD LISTON ROAD,NEWBRIDGE,312071,672771,Vacant Land,"Site in settlement with population under 2,000",S01008997,-3.409249795798502,55.939916464472375
City of Edinburgh,SE2,NIDDRIE BING,NIDDRIE ROAD EDINBURGH,330725,671398,Derelict,"Site in settlement with population equal to or over 2,000",S01008720,-3.1103326975486993,55.93063653097564
City of Edinburgh,SERET,CRAIGMILLAR SHOP UNIT,CRAIGMILLAR EDINBURGH,328972,671740,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008702,-3.1384736874992467,55.93345264535243
City of Edinburgh,WE5,BANKHEAD WAY,SIGHTHILL EDINBURGH,318855,670687,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008992,-3.3000489705291702,55.92239130655643
City of Edinburgh,WEWG3A,WATERFRONT BROADWAY,GRANTON EDINBURGH,322310,677021,Vacant Land,"Site in settlement with population equal to or over 2,000",S01008928,-3.2466048158148824,55.97985831427599
Na h-Eileanan Siar,SA35-012,DORMITORY SITE,MARYBANK STORNOWAY ISLE OF LEWIS,141324,934178,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009038,-6.406795679063724,58.22016313632616
Falkirk,F/BNES/011,PROVIDENCE BRAE,PROVIDENCE BRAE BO'NESS BO'NESS,299810,681570,Derelict,"Site in settlement with population equal to or over 2,000",S01009257,-3.6087351746285274,56.01654070355153
Falkirk,F/BNES/030,FOUNTAINPARK CR,FOUNTAINPARK CRE BO'NESS BO'NESS,301140,681330,Derelict,"Site in settlement with population equal to or over 2,000",S01009260,-3.5873213860579116,56.01466159108832
Falkirk,F/BNES/046,CRAWFIELD LANE B,BOMAINS IND EST BO'NESS BO'NESS,299643,680208,Derelict,"Site in settlement with population equal to or over 2,000",S01009248,-3.610903539810407,56.00427347322054
Falkirk,F/BNES/054,BO'NESS STATION 1,LINKS ROAD BO'NESS BO'NESS,300328,681607,Derelict,"Site in settlement with population equal to or over 2,000",S01009255,-3.600443303228238,56.016981085343296
Falkirk,F/BNES/061,COCHRANE'S WORKS,UNION STREET BO'NESS BO'NESS,300056,681773,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009255,-3.6048664461317332,56.018415268723054
Falkirk,F/BNES/062,SOUTH STREET EAST,SOUTH STREET BO'NESS BO'NESS,300057,681647,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009255,-3.604803467161132,56.01728385586054
Falkirk,F/BNES/063,SOUTH STREET WEST,SOUTH STREET BO'NESS BO'NESS,300000,681647,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009255,-3.605717421690988,56.017271957829436
Falkirk,F/BONY/010,CANNERTON BKWKS,CANNERTON BANKNOCK B&B,278230,679650,Derelict,Site in countryside,S01009075,-3.953824355853466,55.994300870280924
Falkirk,F/BONY/066,BONNYSIDE WORKS,HIGH BONNYBRIDGE BONNYBRIDGE B&B,283549,679377,Derelict,Site in countryside,S01009084,-3.8684827748672577,55.993170793451796
Falkirk,F/BONY/067,SEABEGS DEPOT,SEABEGS ROAD BONNYBRIDGE BONNYBRIDGE,282129,679771,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009079,-3.8914067084295056,55.996361841101255
Falkirk,F/BONY/068,KILSYTH ROAD,KILSYTH ROAD BANKNOCK B&B,277767,679227,Derelict,"Site in settlement with population equal to or over 2,000",S01009075,-3.9610500099995143,55.99038476350016
Falkirk,F/BONY/070,FORMER BONNYBRIDGE LIBRARY,BRIDGE STREET BONNYBRIDGE B&B,282433,680230,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009079,-3.886736528118176,56.00055821896104
Falkirk,F/BONY/071,FORMER PUB HAGGS,KILSYTH ROAD DENNY DENNY,278910,679306,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01009073,-3.942774507134055,55.991384135527454
Falkirk,F/DENY/005,STIRLING ST. B,ST PATRICK'S DENNY DENNY,280853,683426,Derelict,"Site in settlement with population equal to or over 2,000",S01009052,-3.9134745936808915,56.02886703516094
Falkirk,F/DENY/038,DENNY HIGH SCHOOL,GLASGOW ROAD DENNY DENNY,281000,681750,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009065,-3.9103737310213944,56.01385370456756
Falkirk,F/DENY/040,CARRONGROVE MILL,FINTRY ROAD FANKERTON DENNY,279382,683080,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009055,-3.936908292028396,56.025391847069365
Falkirk,F/DENY/041,DENNY TOWN CENTRE PHASE 2,STIRLING STREET DENNY DENNY,281106,682901,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009057,-3.909184597309192,56.02421560828151
Falkirk,F/DENY/042,STIRLING STREET,DUNIPACE DENNY,280698,683814,Derelict,"Site in settlement with population equal to or over 2,000",S01009050,-3.9161328995736477,56.03231252813416
Falkirk,F/DENY/044,BROOMRIGG COLLIERY,GLASGOW ROAD DENNYLOANHEAD DENNY,280678,680052,Derelict,"Site in settlement with population equal to or over 2,000",S01009067,-3.914780889006808,55.99852618069876
Falkirk,F/FALK/044,INDUSTRIAL EST,TAMFOURHILL FALKIRK FALKIRK,286250,679990,Derelict,"Site in settlement with population equal to or over 2,000",S01009170,-3.825465799774736,55.999324034986564
Falkirk,F/FALK/086,SLAMANNAN ROAD B,SLAMANNAN ROAD FALKIRK FALKIRK,287950,678990,Derelict,"Site in settlement with population equal to or over 2,000",S01009176,-3.7978058889980395,55.99074419471214
Falkirk,F/FALK/091,ROUGHCASTLE,ROUGHCASTLE BONNYHILL ROAD FALKIRK,284581,679651,Derelict,Site in countryside,S01009084,-3.8520655593197826,55.995880854288416
Falkirk,F/FALK/105,FIRS PARK,FIRS STREET FALKIRK FALKIRK,289176,680546,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009139,-3.778805047076705,56.00500255716671
Falkirk,F/FALK/106,FALKIRK INFIRMARY 1,WESTBURN AVENUE FALKIRK FALKIRK,288337,679773,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009155,-3.7919308743360625,55.997866043037114
Falkirk,F/FALK/107,FALKIRK INFIRMARY 2,WESTBURN AVENUE FALKIRK FALKIRK,288056,679783,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009155,-3.796437973782337,55.99789030539317
Falkirk,F/FALK/111,GOWAN LANE,GOWAN AVENUE FALKIRK FALKIRK,288650,680913,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009138,-3.78738783232696,56.00817639340238
Falkirk,F/FALK/113,CASTINGS SOCIAL CLUB,ETNA ROAD FALKIRK FALKIRK,289550,681060,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009144,-3.7730221123338126,56.00970480864765
Falkirk,F/FALK/115,ABBOTSFORD BUSINESS PARK,ORCHARDHALL AVENUE FALKIRK FALKIRK,289367,681898,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009131,-3.776301025517467,56.01718811057069
Falkirk,F/FALK/122,GRAHAMS ROAD,GRAHAMS ROAD FALKIRK FALKIRK,288809,680490,Derelict,"Site in settlement with population equal to or over 2,000",S01009140,-3.784664033515242,56.00441464710189
Falkirk,F/FALK/123,ALMA STREET LOCK UP,ALMA STREET FALKIRK FALKIRK,288688,680651,Derelict,"Site in settlement with population equal to or over 2,000",S01009138,-3.786670101134666,56.00583238534202
Falkirk,F/FALK/124,BANK STREET,BANK STREET FALKIRK FALKIRK,288874,680035,Vacant Land,"Site in settlement with population under 2,000",S01009153,-3.7834339681060922,56.0003436798245
Falkirk,F/FALK/125,THE HURLET,CARRADALE AVENUE FALKIRK FALKIRK,286581,679610,Derelict,"Site in settlement with population equal to or over 2,000",S01009169,-3.820001071479542,55.995990015486804
Falkirk,F/FALK/126,CARRON CENTRE,RONADES ROAD FALKIRK FALKIRK,288353,681780,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009135,-3.792509102162103,56.015893168592996
Falkirk,F/FALK/127,FORMER FORTH VALLEY COLLEGE CAMPUS,MIDDLEFIELD ROAD FALKIRK FALKIRK,289876,680575,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01009144,-3.767597444198816,56.005424360686575
Falkirk,F/FALK/128,FORMER GLEN VILLAGE BOWLING CLUB,GLEN CRESCENT GLEN VILLAGE FALKIRK,288594,678327,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009180,-3.787213073940592,55.98494030833548
Falkirk,F/FALK/129,ABBOTSFORD BUSINESS PARK 1,ORCHARDHALL AVENUE FALKIRK FALKIRK,289267,681713,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009131,-3.7778279581300067,56.015503643424346
Falkirk,F/FALK/131,ABBOTSFORD BUSINESS PARK 3,LAMMERMOOR AVENUE FALKIRK FALKIRK,289061,681754,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009131,-3.7811475229754663,56.015824172596496
Falkirk,F/FALK/133,VICTORIA BUILDINGS,QUEEN STREET FALKIRK FALKIRK,289398,680358,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009142,-3.77516943917373,56.003365538985335
Falkirk,F/FALK/134,MUNICIPAL BUILDINGS,WEST BRIDGE STREET FALKIRK FALKIRK,288347,680193,Derelict,"Site in settlement with population equal to or over 2,000",S01009154,-3.7919452172642925,56.00164008999756
Falkirk,F/FALK/135,ABBOTSFORD HOUSE,DAVIDS LOAN FALKIRK FALKIRK,288978,681768,Derelict,"Site in settlement with population equal to or over 2,000",S01009131,-3.7824839901225595,56.01593066735414
Falkirk,F/FALK/136,BROWN STREET,FALKIRK FALKIRK,286790,680449,Derelict,"Site in settlement with population equal to or over 2,000",S01009160,-3.817005740211978,56.00357376845239
Falkirk,F/GRAN/005,SITE B,EM-NINE IND.EST. GRANGEMOUTH GRANGEMOUTH,291790,680840,Derelict,"Site in settlement with population equal to or over 2,000",S01009226,-3.737026159515892,56.00824023539628
Falkirk,F/GRAN/014,EX-TIMBER BASIN,EARLS ROAD GRANGEMOUTH GRANGEMOUTH,292280,682180,Derelict,"Site in settlement with population equal to or over 2,000",S01009121,-3.729709617621641,56.020384596687244
Falkirk,F/GRAN/015,21/25 SOUTH BRIDGE STREET,SOUTH BRIDGE ST. GRANGEMOUTH GRANGEMOUTH,292287,682255,Vacant Land and Buildings,"Site in settlement with population equal to or over 2,000",S01009121,-3.729627493669654,56.02105971228722
Falkirk,F/GRAN/017,GRANGE LANE,GRANGE LANE GRANGEMOUTH GRANGEMOUTH,292540,682570,Vacant Land,"Site in settlement with population equal to or over 2,000",S01009121,-3.725696884397589,56.023945426443184
Falkirk,F/GRAN/020,N. SHORE ROAD C,NORTH SHORE ROAD GRANGEMOUTH GRANGEMOUTH,292770,682644,Derelict,"Site in settlement with population equal to or over 2,000",S01009121,-3.7220381719161604,56.024661548178166
Falkirk,F/GRAN/044,CENTRAL DOCK ROAD,CENTRAL DOCK ROAD GRANGEMOUTH DOCKS GRANGEMOUTH,293265,682323,Derelict,"Site in settlement with population equal to or over 2,000",S01009210,-3.7139723690595527,56.02188936183846
